flt_code,dep_date,org_airport,dep_gate,lat,lng
UA0072,2/21/23,DCA,E12,38.86128367938476,-77.03016989898998
UA0915,2/25/23,BTV,E01,44.47570082507321,-73.1770230825904
UA0849,2/21/23,JFK,D11,40.642813965159235,-73.76289289720826
UA0132,2/21/23,ORF,B04,36.965230218328315,-76.28062688466802
UA0785,2/21/23,RIC,C14,37.540294122192705,-77.31058803597415
UA0530,2/25/23,MLI,C34,41.4541503684789,-90.5139135790469
UA0481,2/21/23,DAL,C22,32.838339054083754,-96.84597231206155
UA0199,2/22/23,HSV,A12,34.64522352733479,-86.58787805807206
UA0367,2/21/23,JAN,A02,32.316597956525925,-90.05638397948364
UA0987,2/25/23,LAX,C23,33.938795736227895,-118.41813198826529
UA0069,2/21/23,SMF,E31,38.69736464349215,-121.57332617278078
UA0668,2/25/23,ALB,B25,42.740915170427755,-73.78698397289217
UA0233,2/21/23,BUF,D22,42.93459978193839,-78.72765657204694
UA0636,2/24/23,AUS,E25,30.192832461581133,-97.6587821644019
UA0035,2/21/23,PSP,D33,33.834600965110184,-116.504476043281
UA0122,2/22/23,SMF,D12,38.691843416582046,-121.59362677217459
UA0588,2/21/23,EWR,A22,40.70153350168256,-74.16533870719225
UA0271,2/23/23,ABQ,E11,35.05706440446189,-106.64018022561426
UA0363,2/21/23,EWR,A35,40.70274341624848,-74.18636026475542
UA0207,2/23/23,MIA,D34,25.80909428365395,-80.27511683464898
UA0914,2/21/23,ACT,E33,31.628327949750293,-97.20812884450851
UA0643,2/23/23,DTW,D04,42.20764753844392,-83.32855545166028
UA0452,2/21/23,DSM,C02,41.54160566916624,-93.62198265850091
UA0937,2/24/23,SNA,C31,33.672170924528004,-117.86638238456709
UA0928,2/21/23,ORF,C23,36.912730097977274,-76.32450264642135
UA0118,2/21/23,IAD,B01,38.94836423934108,-77.4611608266584
UA0340,2/21/23,BOS,B15,42.37827546135398,-71.02576327370508
UA0507,2/25/23,SAV,D24,32.10294971763845,-81.2288357831698
UA0709,2/21/23,DSM,B02,41.56554562113693,-93.61853314750192
UA0679,2/25/23,ORD,C35,41.99162048410508,-87.8883595453436
UA0074,2/21/23,ONT,D31,34.05580206123866,-117.57116609415864
UA0642,2/21/23,CAE,B15,33.97366837412296,-81.04101542124162
UA0478,2/21/23,MKE,E21,42.988970203767,-88.01112621063962
UA0422,2/23/23,ROC,D24,43.10969072628834,-77.63322621337146
UA0252,2/21/23,EWR,B13,40.687784750675945,-74.16766191308072
UA0808,2/21/23,SAT,A12,29.56613871593635,-98.46477499951374
UA0220,2/21/23,MYR,E02,33.63597656095957,-78.96414639890962
UA0207,2/23/23,RSW,B04,26.53797217328317,-81.7119251857753
UA0939,2/21/23,BOS,B35,42.37699799446063,-71.01310862277761
UA0451,2/25/23,ECP,A34,30.35811274804803,-85.7910629463217
UA0842,2/21/23,GRB,B03,44.53262192402496,-88.01737167084568
UA0016,2/22/23,LAX,E25,33.961500906284805,-118.40641853266685
UA0266,2/21/23,ABQ,C22,35.043051850545375,-106.63826212775908
UA0467,2/24/23,PDX,A04,45.59461630502927,-122.53899431543599
UA0531,2/21/23,AUS,C15,30.20795898017105,-97.65990797069774
UA0347,2/23/23,MCI,B14,39.31419336146554,-94.71529864989441
UA0925,2/21/23,BWI,B35,39.16681568052962,-76.68534704296913
UA0788,2/22/23,FWA,A34,40.97349149464543,-85.08576285934198
UA0445,2/21/23,MKE,E24,43.148274470931106,-87.9411990849252
UA0421,2/23/23,DEN,B21,39.84079320126153,-104.68315966213599
UA0848,2/21/23,BLI,B14,48.80129038131642,-122.53694256065029
UA0056,2/24/23,OAK,B23,37.72758654186284,-122.21537753088988
UA0721,2/21/23,MLI,B03,41.45859783926626,-90.51370539796363
UA0104,2/23/23,DFW,E35,32.9043707763269,-97.01508115709399
UA0181,2/21/23,PHX,D31,33.442637642527565,-111.99919198412579
UA0638,2/25/23,SAN,A22,32.74201560505501,-117.18135321073719
UA0552,2/21/23,ATL,D31,33.653577254293175,-84.49968973174465
UA0018,2/22/23,OAK,A03,37.71494599595618,-122.22267553433998
UA0788,2/21/23,PDX,D05,45.597442865569896,-122.61297070852
UA0371,2/22/23,SFO,B35,37.624971274453316,-122.39067941122244
UA0222,2/21/23,BNA,B25,36.15039018185475,-86.77894555965885
UA0879,2/25/23,RSW,E14,26.655348996428565,-81.71177880456561
UA0586,2/21/23,MEM,B34,34.97635801036164,-89.99792462294411
UA0663,2/21/23,DAL,E31,32.83803535490008,-96.84021968236252
UA0983,2/21/23,GRB,A02,44.50553909166718,-88.06283390084307
UA0531,2/24/23,JAN,A35,32.321927690875604,-90.06211601783288
UA0018,2/21/23,PBI,D03,26.711895112095867,-80.06292434939012
UA0353,2/23/23,GSP,B25,34.923312912720554,-82.12998551101855
UA0379,2/21/23,MSY,E05,29.99657220270174,-90.25356471005746
UA0931,2/25/23,SAT,B14,29.56046934941593,-98.48340346053726
UA0077,2/21/23,FLL,B15,26.09023259598785,-80.15989319983505
UA0721,2/25/23,CLE,C15,41.42230018385829,-81.86380180478197
UA0040,2/21/23,SAT,C13,29.567677307189857,-98.42633029858648
UA0108,2/24/23,RIC,C15,37.543781895447864,-77.32763821586606
UA0441,2/21/23,BHM,C04,33.58398193834402,-86.79742478151645
UA0650,2/22/23,EWR,E33,40.703760824053894,-74.16847191032824
UA0307,2/21/23,SBN,E34,41.71395405615431,-86.30604200810006
UA0210,2/25/23,IAD,C21,38.966285490114146,-77.43723967688153
UA0739,2/21/23,ILM,A03,34.27647969093292,-77.90743403410242
UA0684,2/23/23,SMF,A21,38.687714367096916,-121.58963553757904
UA0145,2/21/23,PDX,D33,45.597252045136436,-122.5781322025509
UA0760,2/21/23,JAN,B02,32.311296687550836,-90.06610898232562
UA0399,2/21/23,ECP,D03,30.378044445261484,-85.77773598801006
UA0470,2/25/23,JAC,E02,43.62955595515148,-110.94103505721439
UA0236,2/21/23,LAS,B31,36.084785377042614,-115.13254378220056
UA0857,2/24/23,JAN,C32,32.31634454893906,-90.0857991182746
UA0610,2/21/23,ICT,E32,37.611002809459116,-97.23768351968339
UA0165,2/22/23,LAX,A04,33.96960328530642,-118.41611331524058
UA0651,2/21/23,DAL,D33,32.84173851108929,-96.85573115954374
UA0556,2/25/23,SLC,D34,40.77827534585814,-111.97882733669533
UA0662,2/21/23,SAV,D03,32.112450009432386,-81.22395316643723
UA0878,2/24/23,ECP,E03,30.363495335200806,-85.77306146867953
UA0942,2/21/23,RIC,D24,37.516229995895095,-77.34155771157886
UA0218,2/22/23,ECP,A14,30.399049237561865,-85.781342715891
UA0948,2/21/23,BOS,A33,42.37760855630108,-71.02736112069785
UA0246,2/24/23,DTW,C13,42.20549120126025,-83.3522676655317
UA0658,2/21/23,LAS,A14,36.08764267872177,-115.13515429084434
UA0753,2/25/23,ALB,A02,42.74829701601859,-73.81828709522084
UA0096,2/21/23,ATL,C25,33.64261827797133,-84.49181428743036
UA0649,2/24/23,MEM,C32,35.026932638590125,-90.01162929203996
UA0385,2/21/23,RIC,D01,37.50865075876253,-77.33471074465082
UA0251,2/22/23,SAV,E02,32.12354178533735,-81.16895579613445
UA0423,2/21/23,ELP,C04,31.873626430794218,-106.30716018976855
UA0016,2/21/23,LAS,E23,36.07832433667263,-115.14771555909786
UA0958,2/21/23,SAT,C33,29.561312571047665,-98.4822517708298
UA0056,2/25/23,SDF,D24,38.17332356528737,-85.69932539226144
UA0304,2/21/23,EVV,A32,38.046169778650565,-87.45979181573323
UA0836,2/25/23,SEA,E33,47.4614465657601,-122.31499479255267
UA0452,2/21/23,SAN,D33,32.73690782293569,-117.18518846383895
UA0318,2/25/23,MCI,C34,39.30111676293705,-94.71475766147178
UA0987,2/21/23,GRB,C15,44.502121535245976,-88.00165956018932
UA0416,2/22/23,JAX,E21,30.492327329200343,-81.70497660840846
UA0604,2/21/23,SJC,A33,37.3482704968053,-121.88840145357338
UA0075,2/24/23,HNL,A23,21.299874433782353,-157.86674167539758
UA0028,2/21/23,ORF,D32,36.96820971456998,-76.24783608309653
UA0840,2/24/23,RDU,A25,35.902063296240996,-78.74150455947232
UA0029,2/21/23,BHM,C22,33.576052860820624,-86.77232634941832
UA0058,2/25/23,TUL,C32,36.148817612941926,-95.92073822255593
UA0828,2/21/23,CMH,D03,40.037867781444085,-82.92509212207925
UA0563,2/23/23,MSP,D05,44.890059845996824,-93.22756331083764
UA0821,2/21/23,SAV,C03,32.11426223015897,-81.22951959537554
UA0957,2/25/23,ECP,D33,30.372290686294768,-85.76383572479885
UA0791,2/21/23,SAT,C05,29.55996111640892,-98.42994846652655
UA0230,2/23/23,MYR,C25,33.710358343140534,-78.9035248086694
UA0876,2/21/23,BTV,B32,44.48072045193159,-73.17834264482866
UA0759,2/25/23,IND,C25,39.699657660397634,-86.26711739062998
UA0502,2/21/23,MSY,E12,30.00086978694958,-90.23145581216761
UA0056,2/24/23,OKC,B12,35.40712772121914,-97.59767873066161
UA0976,2/21/23,ELP,B32,31.849714097577564,-106.27565451298192
UA0229,2/22/23,SAV,C34,32.129774867290905,-81.23828537277622
UA0644,2/21/23,DSM,B11,41.56419319984691,-93.6434636831863
UA0295,2/25/23,LAX,A05,33.95143408092102,-118.4389758287989
UA0289,2/21/23,SEA,A31,47.45985980769563,-122.29356628150644
UA0163,2/24/23,RNO,E13,39.515408109716894,-119.89760584382758
UA0235,2/21/23,RDU,A02,35.902136873622226,-78.7418479081871
UA0779,2/25/23,PDX,B13,45.59771181912765,-122.51716517734584
UA0919,2/21/23,HRL,C32,26.23320482221312,-97.65919000847703
UA0641,2/24/23,CAE,C21,33.96217409146884,-81.13875013524846
UA0009,2/21/23,LGA,C22,40.77266855734695,-73.88354325104908
UA0351,2/25/23,CLT,A12,35.22809056980361,-80.91938749649722
UA0846,2/21/23,PIT,C31,40.485057838780584,-80.2190207164482
UA0271,2/23/23,ACT,D02,31.622871516183686,-97.20779732629285
UA0925,2/21/23,GRB,A03,44.495939555157356,-87.99581047352915
UA0752,2/23/23,FNT,D11,42.96422692675836,-83.74358367547816
UA0542,2/21/23,MSY,C05,30.02232567405857,-90.2241550190873
UA0290,2/24/23,MKE,A14,43.137377092414994,-87.9875180934117
UA0923,2/21/23,ALB,A25,42.74567037458383,-73.76187487030224
UA0768,2/23/23,EWR,E35,40.686599316107454,-74.1824423733123
UA0713,2/21/23,GPT,C34,30.414988146107824,-89.0621793740614
UA0326,2/25/23,TLH,E14,30.370001920862492,-84.33751308936247
UA0975,2/21/23,MEM,A11,35.01277728352087,-90.00379532114447
UA0704,2/23/23,RDU,C35,35.881713453094754,-78.78465590057108
UA0136,2/21/23,DCA,C31,38.86384652942574,-77.03569719587442
UA0164,2/22/23,AVL,A15,35.43187301718261,-82.52210265635736
UA0558,2/21/23,RDU,B23,35.9149165543519,-78.75787049402646
UA0148,2/21/23,MKE,B22,43.066617921826165,-87.94325785086176
UA0285,2/21/23,PSP,C05,33.82371712762736,-116.49269865257074
UA0518,2/23/23,ELP,B04,31.77030645351043,-106.2820984139881
UA0748,2/21/23,ECP,B14,30.393741813150825,-85.77592046948548
UA0793,2/22/23,YUM,E02,32.66017747269297,-114.61322534957787
UA0701,2/21/23,GRB,C01,44.52931284739589,-88.03989438439224
UA0055,2/25/23,ORF,C05,36.971972319556144,-76.2505983415451
UA0109,2/21/23,TPA,E11,27.97924673225006,-82.53459403398378
UA0162,2/21/23,FAR,B22,46.93566589043903,-96.77833847400801
UA0419,2/21/23,OKC,E12,35.41114553252141,-97.60149027600706
UA0439,2/25/23,SJC,E31,37.37906056224762,-121.90792383047581
UA0230,2/21/23,CMH,E01,40.036483669356095,-82.90463425115315
UA0818,2/24/23,FNT,B23,42.9713830506202,-83.74351779924612
UA0776,2/21/23,SBN,E01,41.707833489200404,-86.30244293551118
UA0884,2/25/23,FWA,B15,40.983483679888835,-85.12702033111381
UA0749,2/21/23,DCA,E31,38.84901690974565,-77.02860655760522
UA0739,2/23/23,MHT,B34,42.94525008133846,-71.43367948771939
UA0080,2/21/23,MLI,D01,41.448571903602065,-90.50757011860718
UA0011,2/25/23,EUG,A15,44.10173397816081,-123.13095872227444
UA0481,2/21/23,MEM,A13,34.985927046680324,-90.0204268009242
UA0327,2/22/23,CMH,E01,40.04135181242504,-82.88552913610746
UA0654,2/21/23,PBI,E22,26.755473140588705,-80.05563704165222
UA0205,2/22/23,CAE,C12,33.97643282768317,-81.07395888705888
UA0843,2/21/23,FNT,D12,42.97288958848783,-83.73462313911287
UA0638,2/21/23,BLI,A32,48.79697480498181,-122.53017400975679
UA0278,2/21/23,ECP,D13,30.400777384593148,-85.78691012222369
UA0913,2/23/23,BNA,E25,36.16356407951676,-86.75579471626332
UA0236,2/21/23,PHX,B01,33.42934676292184,-112.01241964970716
UA0139,2/23/23,MSY,E31,30.014532805117085,-90.24793665812543
UA0419,2/21/23,SNA,C13,33.66260003563402,-117.8555121097968
UA0865,2/23/23,SEA,B03,47.46200958973314,-122.30061801632277
UA0184,2/21/23,MKE,B03,43.038847343684075,-87.98604775836607
UA0677,2/24/23,MFE,D35,26.19693098433572,-98.2341084450034
UA0004,2/21/23,MLI,C01,41.45853661508877,-90.51479835950984
UA0782,2/22/23,SAN,A34,32.7457558650588,-117.18723280673302
UA0317,2/21/23,SDF,E15,38.21761341047527,-85.67951032631031
UA0241,2/24/23,ECP,E03,30.383850684423475,-85.7793858922713
UA0936,2/21/23,DCA,A31,38.84464954096462,-77.03477946351703
UA0841,2/22/23,GRB,C32,44.51841986618173,-88.00817400295959
UA0832,2/21/23,PHX,B33,33.43994369713316,-112.01184617117661
UA0218,2/22/23,ECP,C03,30.38063497125556,-85.76284799396556
UA0465,2/21/23,RSW,C15,26.54788748228181,-81.73479911992949
UA0864,2/21/23,ICT,C03,37.77718000111562,-97.20570129411591
UA0199,2/21/23,CLT,A33,35.20615407045426,-80.93934115119637
UA0913,2/23/23,DFW,B23,32.912515781313076,-97.01553153676954
UA0380,2/21/23,MCI,A02,39.318912609564045,-94.7124369166551
UA0865,2/25/23,DSM,A14,41.53563642096937,-93.62320832505833
UA0589,2/21/23,MEM,C21,35.04407082931624,-89.96405782634038
UA0055,2/23/23,CMH,D35,40.00739728196778,-82.93330074196888
UA0771,2/21/23,EUG,E35,44.05567178457425,-123.08704818089211
UA0095,2/22/23,BLI,B24,48.80614660874471,-122.53505357809274
UA0265,2/21/23,SNA,E03,33.669373421865636,-117.84890890121083
UA0541,2/24/23,CMH,A25,40.006362184004985,-82.9034713207171
UA0696,2/21/23,SBN,E04,41.70527580738347,-86.30165524217058
UA0844,2/23/23,SBN,C04,41.70552189669624,-86.29665248755765
UA0543,2/21/23,HSV,E22,34.631032379585626,-86.72516072769321
UA0548,2/23/23,HNL,A22,21.278130131211498,-157.85564382928348
UA0797,2/21/23,CLT,A13,35.207726804362,-80.94232127512056
UA0605,2/21/23,JAC,E34,43.61467954817852,-110.92541646358936
UA0907,2/21/23,ROC,C13,43.142751279895464,-77.6525534235636
UA0512,2/23/23,ORD,C31,41.98458784433641,-87.8941186644135
UA0959,2/21/23,AUS,A23,30.200715144826017,-97.66087434198346
UA0565,2/21/23,MLI,E11,41.460638988576775,-90.51372662269016
UA0942,2/21/23,GRR,D02,42.88311622814122,-85.48833344822133
UA0850,2/25/23,CLT,B25,35.22127798477962,-80.91580166704176
UA0756,2/21/23,EWR,B04,40.68989319984618,-74.1842792984194
UA0623,2/23/23,ROC,B04,43.137414689640465,-77.57404731584674
UA0588,2/21/23,PHX,E05,33.430150224209726,-112.01232665218329
UA0960,2/23/23,MSP,E34,44.87810787853334,-93.23480634049973
UA0724,2/21/23,ORD,E33,41.97769176661223,-87.89451537021219
UA0051,2/23/23,OKC,E33,35.39686704676317,-97.58970867536019
UA0276,2/21/23,LGA,E12,40.770040214594175,-73.86948261026477
UA0084,2/23/23,CLT,D01,35.215985357141705,-80.94636930001825
UA0605,2/21/23,ROC,E13,43.11629903173781,-77.63815212433082
UA0794,2/22/23,JFK,A35,40.64373832552233,-73.75244187334282
UA0967,2/21/23,SMF,D03,38.6952713904236,-121.56343938568754
UA0811,2/25/23,ABQ,A33,35.0494207227371,-106.64156137998127
UA0716,2/21/23,MIA,A12,25.795408809689818,-80.2844829989383
UA0210,2/21/23,BTV,E05,44.45408095076147,-73.14598883984586
UA0983,2/21/23,HNL,B25,21.323465142976193,-157.73424977586333
UA0588,2/24/23,DSM,A04,41.54520567833591,-93.63029290590018
UA0618,2/21/23,GRB,E12,44.49284593642348,-88.00041792569574
UA0865,2/22/23,ORF,B13,36.8998329369036,-76.24782814502271
UA0740,2/21/23,MCI,E32,39.31726809374965,-94.7125642346413
UA0525,2/24/23,OMA,A31,41.244696324138246,-95.87470358777408
UA0269,2/21/23,IAD,A33,38.95727429773069,-77.44990678042927
UA0395,2/21/23,STL,B31,38.7606783802554,-90.35222699846388
UA0091,2/21/23,MHT,E14,42.96009264028987,-71.39587969648868
UA0172,2/22/23,BUF,E33,42.93025977981982,-78.7344840350733
UA0653,2/21/23,TUL,D23,36.177868321572774,-95.94877896193539
UA0424,2/24/23,LAX,D03,33.941168468585666,-118.41829620745085
UA0737,2/21/23,BLI,C25,48.79983317610119,-122.53558408020584
UA0778,2/24/23,CLE,C31,41.403197611610665,-81.83331229728664
UA0706,2/21/23,MCI,A02,39.317751407903366,-94.68304777988851
UA0210,2/24/23,MHT,C35,42.95232070179552,-71.41385565921043
UA0344,2/21/23,MLI,B31,41.45713853726088,-90.51444326155658
UA0676,2/21/23,DFW,D21,32.90231822081944,-97.00302488674163
UA0442,2/21/23,ICT,D21,37.78852524994348,-97.39310766965015
UA0383,2/25/23,SBN,B04,41.70017793730841,-86.30107685562112
UA0152,2/21/23,CMH,B11,40.03003349144847,-82.89712523413628
UA0144,2/21/23,OAK,B35,37.72318497248078,-122.21963130273977
UA0649,2/21/23,ACT,C11,31.633538667997758,-97.21210301619841
UA0991,2/23/23,GPT,E25,30.441855148817528,-89.13192399562932
UA0473,2/21/23,BZN,E22,45.78777901902742,-111.07032042113418
UA0542,2/23/23,BNA,A01,36.14656697333767,-86.75204950051481
UA0705,2/21/23,BTV,D31,44.48245678938695,-73.17257892869151
UA0339,2/24/23,BMI,B12,40.485078095327374,-88.94186554250358
UA0592,2/21/23,SAV,C11,32.12577702456855,-81.19644012363709
UA0700,2/21/23,FLL,C04,26.094891593447464,-80.16306419902904
UA0067,2/21/23,BMI,E32,40.50730741699605,-88.95048310851345
UA0899,2/23/23,MKE,E34,43.04934093187627,-87.94253670329782
UA0140,2/21/23,EVV,C14,38.05599954473402,-87.48486183700335
UA0184,2/25/23,ABQ,D05,35.07659508501758,-106.61894122383436
UA0088,2/21/23,GRR,C35,42.94394766412196,-85.51502325185989
UA0740,2/23/23,OAK,E12,37.711449161189215,-122.22300754910543
UA0138,2/21/23,MHT,C24,42.94714978049589,-71.3947431522113
UA0824,2/24/23,HSV,E25,34.64426010908228,-86.76053104681594
UA0152,2/21/23,BNA,E11,36.14627294421351,-86.75639502128003
UA0063,2/22/23,HSV,E32,34.56979735372363,-86.70834934881196
UA0442,2/21/23,CWA,C32,44.785072961753706,-89.67525198744508
UA0762,2/23/23,MSP,A14,44.88960644290869,-93.22588677817168
UA0613,2/21/23,JAX,B24,30.49242489697418,-81.69004444974655
UA0434,2/23/23,GRR,D34,42.93793223854935,-85.50332208474045
UA0257,2/21/23,ROC,A13,43.13682216279918,-77.6719800937328
UA0900,2/22/23,TPA,E12,27.973832282784556,-82.54825166356173
UA0489,2/21/23,OKC,B33,35.41204837575017,-97.59883762440265
UA0746,2/21/23,GPT,A23,30.450365021474365,-89.09345184658197
UA0333,2/21/23,MIA,E12,25.80813568410617,-80.28582141964826
UA0873,2/22/23,MFE,B12,26.1757164858488,-98.23677918461033
UA0415,2/21/23,ORF,A02,36.929421808227765,-76.27423643949412
UA0658,2/25/23,SAV,A13,32.12379823794457,-81.16549142987768
UA0972,2/21/23,PIT,B34,40.50361062185758,-80.24570929471842
UA0957,2/24/23,MCO,E24,28.440256390594538,-81.2634128703109
UA0265,2/21/23,SMF,C25,38.69083334899168,-121.58407064753811
UA0572,2/24/23,BTV,A22,44.43872423868004,-73.17880381652371
UA0665,2/21/23,SJC,B21,37.359225680727725,-121.8807622418635
UA0406,2/24/23,MSY,E02,30.008232412400805,-90.23642873886548
UA0245,2/21/23,BMI,E21,40.50108392129118,-88.93678128211573
UA0641,2/25/23,PDX,C34,45.59085778449891,-122.64961052944071
UA0468,2/21/23,SEA,C25,47.449897120569005,-122.3115908773982
UA0243,2/21/23,MYR,D05,33.687142001276634,-78.95456611130739
UA0496,2/21/23,ACT,A21,31.618361370272076,-97.22273268152874
UA0480,2/24/23,SAT,E11,29.524853497327037,-98.43022072383432
UA0001,2/21/23,SMF,D32,38.692557926813244,-121.56022431798283
UA0048,2/22/23,JAX,D15,30.490762152139016,-81.69308192433688
UA0756,2/21/23,BTV,A31,44.44415234044928,-73.15634840162461
UA0838,2/23/23,ROC,B05,43.16662274096999,-77.58920066541698
UA0441,2/21/23,DAL,B25,32.83735203956205,-96.84694654308122
UA0825,2/21/23,ILM,A33,34.27521339978451,-77.90790069071278
UA0166,2/21/23,ORD,E11,41.98626191512101,-87.88893852665578
UA0425,2/23/23,SJC,E04,37.36710710251181,-121.93641511506935
UA0520,2/21/23,MKE,C05,43.09146953792689,-88.02281994728348
UA0106,2/24/23,RSW,C03,26.63910888631589,-81.68723897650638
UA0584,2/21/23,HNL,D22,21.277045229613186,-157.84734310997905
UA0707,2/25/23,PHL,B33,39.888569096097676,-75.23668013372914
UA0279,2/21/23,BLI,C02,48.80243616980511,-122.539978427152
UA0129,2/23/23,RNO,E23,39.48431543368386,-119.89984384925879
UA0391,2/21/23,DSM,C23,41.54097187998971,-93.60886104083795
UA0431,2/23/23,EVV,A22,38.04814134383418,-87.50206227457345
UA0690,2/21/23,BUF,C13,42.94078234088177,-78.73779852142755
UA0449,2/22/23,FAR,B24,46.93533489292814,-96.8088483650632
UA0807,2/21/23,FNT,A05,42.96453951272463,-83.7375436563162
UA0174,2/24/23,BUF,D04,42.93468383849576,-78.73138509819003
UA0037,2/21/23,ORF,E24,36.966908110002535,-76.28312827147609
UA0402,2/24/23,ILM,B01,34.27157358560337,-77.9059302329766
UA0951,2/21/23,ORF,D13,36.965694994534594,-76.2430338056416
UA0735,2/25/23,PSP,C04,33.8288061123721,-116.50135749987042
UA0270,2/21/23,BNA,B15,36.15602930801178,-86.77073096736353
UA0012,2/24/23,SAN,D13,32.729838210242114,-117.19441923715766
UA0436,2/21/23,AUS,B04,30.19748408379825,-97.65735351894122
UA0396,2/23/23,DCA,A12,38.8443060282918,-77.04222612214413
UA0521,2/21/23,ICT,E03,37.76696651362912,-97.21013166500946
UA0517,2/24/23,CLE,C12,41.41765908208864,-81.83091192541329
UA0896,2/21/23,EVV,E22,38.05065267604346,-87.46426583426612
UA0523,2/22/23,SDF,C11,38.19481074548576,-85.72783187402645
UA0969,2/21/23,PIT,C11,40.48508015198189,-80.25345743391998
UA0761,2/22/23,LGA,A32,40.767154453458865,-73.86159519504102
UA0993,2/21/23,HSV,B15,34.652292540476346,-86.74063815043425
UA0086,2/23/23,MHT,A22,42.92558236855107,-71.42930050414415
UA0832,2/21/23,OAK,C22,37.72546513140298,-122.20892999591896
UA0233,2/23/23,SJC,C14,37.33005774419177,-121.90984461528127
UA0821,2/21/23,MHT,A31,42.92685851863073,-71.39308840301332
UA0625,2/24/23,SFO,A14,37.61893953892893,-122.38594253330767
UA0109,2/21/23,BOS,D22,42.37024896565173,-71.0242910368197
UA0781,2/25/23,PBI,C03,26.78518051671442,-80.090519101137
UA0392,2/21/23,PSP,B05,33.82182331070631,-116.51379083307552
UA0774,2/25/23,IND,B24,39.731327096476946,-86.29929315603188
UA0882,2/21/23,SLC,B13,40.784202754318386,-111.98304068546018
UA0377,2/22/23,LAX,B14,33.95519489960263,-118.43215084689189
UA0953,2/21/23,SDF,C01,38.23238771032317,-85.7020726312517
UA0584,2/21/23,TUL,A15,36.14239547690592,-95.96141534039747
UA0495,2/21/23,CLE,D15,41.42451705603478,-81.8253851760683
UA0497,2/25/23,BLI,C23,48.79362448295526,-122.53372019948337
UA0994,2/21/23,BZN,D04,45.779825664877066,-111.08704396584486
UA0169,2/23/23,ABQ,E25,35.06633710704558,-106.64738967368278
UA0388,2/21/23,RIC,E15,37.54860494978538,-77.32904497658706
UA0962,2/23/23,MHT,E12,42.92187278074419,-71.41765633054852
UA0705,2/21/23,DCA,B15,38.85915896105351,-77.0394732607149
UA0022,2/22/23,DTW,B34,42.2167955150976,-83.34354696237389
UA0161,2/21/23,MYR,E12,33.71233042885672,-78.89553808870215
UA0634,2/25/23,EUG,E25,44.099214789333836,-123.0430786183244
UA0255,2/21/23,BHM,B12,33.59378184972735,-86.78510740325387
UA0841,2/25/23,BLI,B22,48.797916590374825,-122.53532506068396
UA0085,2/21/23,SAT,E05,29.53779650139208,-98.42307517062454
UA0832,2/23/23,SEA,E02,47.4564676916634,-122.30027438233863
UA0579,2/21/23,SBN,D15,41.70919787556967,-86.30765072011695
UA0690,2/23/23,FNT,C14,42.96374434491931,-83.72348113071543
UA0002,2/21/23,CLE,E35,41.4091624789549,-81.85405582330705
UA0119,2/25/23,ECP,C24,30.376542367656,-85.75233803562679
UA0020,2/21/23,DAL,B31,32.839650746743516,-96.83937282169043
UA0249,2/25/23,MSY,E22,30.01391497575075,-90.22809109006091
UA0015,2/21/23,AGS,B05,33.46632854877557,-82.01771781007459
UA0300,2/21/23,ONT,D05,34.07779388859186,-117.63654306789348
UA0057,2/21/23,PHX,E21,33.44478052648243,-111.99293733116129
UA0984,2/24/23,AVL,C15,35.429168903773295,-82.5360944221149
UA0069,2/21/23,LGA,C13,40.78946439361425,-73.86206623864894
UA0979,2/23/23,LAS,A05,36.082713566196425,-115.15030319634734
UA0849,2/21/23,TLH,E34,30.50633602097923,-84.23607784855459
UA0112,2/23/23,HNL,E15,21.338186804757918,-157.80589937833795
UA0306,2/21/23,DFW,A34,32.91552209605034,-97.01234271881741
UA0622,2/21/23,BMI,D23,40.51049323434886,-88.96125437354596
UA0113,2/21/23,MKE,C31,42.9995587011739,-88.03416870648763
UA0679,2/22/23,DSM,A12,41.537193338592566,-93.63955833393068
UA0959,2/21/23,GSP,C15,34.929719285317205,-82.22688465468664
UA0464,2/22/23,BHM,E05,33.57819923056457,-86.77811532397381
UA0133,2/21/23,BMI,B12,40.508281231536145,-88.96087086011286
UA0934,2/24/23,MYR,E32,33.697922873285265,-78.95259051525221
UA0751,2/21/23,TPA,A11,27.970096495061213,-82.54742944214668
UA0114,2/23/23,HSV,C31,34.60895945940428,-86.70641076359242
UA0793,2/21/23,ICT,E05,37.64339861917856,-97.33932875477088
UA0475,2/23/23,PBI,D11,26.645225640443993,-80.13048369397228
UA0513,2/21/23,BUF,B35,42.935542299726286,-78.73642151133907
UA0575,2/24/23,BTV,A04,44.48491430260488,-73.17573064159689
UA0667,2/21/23,PSP,C34,33.83304604034923,-116.50075597841342
UA0187,2/22/23,LGB,A32,33.812315830047744,-118.12390945019351
UA0048,2/21/23,CMH,D04,40.01869274375958,-82.90334457518135
UA0091,2/21/23,ICT,A22,37.612172648986956,-97.3894032805156
UA0981,2/21/23,SNA,C12,33.6687733702202,-117.8609223028717
UA0951,2/23/23,SAN,B22,32.75121504299251,-117.17402922853194
UA0859,2/21/23,STL,B04,38.73745136655317,-90.33666875795289
UA0986,2/25/23,JAC,C11,43.62548886201849,-110.9353084177614
UA0133,2/21/23,IAD,E31,38.96125159009849,-77.4448421643657
UA0393,2/24/23,BLI,C32,48.791797656677865,-122.53577902373733
UA0301,2/21/23,LAX,D21,33.961703425518934,-118.4381706875325
